PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
222096232010661,42,2011,2017,6,ne,fvs_base,119.78121948242188,295.7764587402344,8.616853713989258,2724.072998046875,6206.28515625,153.04115700113843,2633.187776558934,6553.539171384856
222096232010661,42,2011,2017,6,ne,fvs_regional,120.31256866455078,297.6148986816406,8.609232902526855,2732.9951171875,6218.64892578125,153.04115700113843,2633.187776558934,6553.539171384856
222096232010661,42,2011,2017,6,ne,organon,105.5634765625,262.5806884765625,8.585423469543457,2293.107177734375,5335.974609375,153.04115700113843,2633.187776558934,6553.539171384856
222096232010661,42,2011,2017,6,ne,conus_spdep,105.8185806274414,263.0957946777344,8.587371826171875,2352.689208984375,5507.15576171875,153.04115700113843,2633.187776558934,6553.539171384856
222096232010661,42,2011,2017,6,ne,conus_climate,105.92362976074219,263.3983459472656,8.586695671081543,2370.6220703125,5495.71630859375,153.04115700113843,2633.187776558934,6553.539171384856
74916508010538,36,2006,2011,5,ne,fvs_base,152.723388671875,414.2109680175781,8.222017288208008,3556.142822265625,5330.412109375,135.42522049709993,2983.0750873505363,4054.753258670362
74916508010538,36,2006,2011,5,ne,fvs_regional,151.44793701171875,409.6084899902344,8.233484268188477,3535.128662109375,5301.0263671875,135.42522049709993,2983.0750873505363,4054.753258670362
74916508010538,36,2006,2011,5,ne,organon,117.12215423583984,324.53173828125,8.134430885314941,2694.96484375,4164.11474609375,135.42522049709993,2983.0750873505363,4054.753258670362
74916508010538,36,2006,2011,5,ne,conus_spdep,117.09207153320312,324.34991455078125,8.13566780090332,2638.370361328125,4167.1318359375,135.42522049709993,2983.0750873505363,4054.753258670362
74916508010538,36,2006,2011,5,ne,conus_climate,117.12155151367188,324.5395202636719,8.134309768676758,2712.841064453125,4164.2021484375,135.42522049709993,2983.0750873505363,4054.753258670362
53935201010538,36,2003,2009,6,ne,fvs_base,2.1494321823120117,11.82381820678711,5.77323579788208,27.89991569519043,0.0,9.23281670334646,29.555261818875998,
53935201010538,36,2003,2009,6,ne,fvs_regional,2.1196465492248535,11.637308120727539,5.778854846954346,27.561491012573242,0.0,9.23281670334646,29.555261818875998,
53935201010538,36,2003,2009,6,ne,organon,1.844955563545227,10.142863273620605,5.774959564208984,23.958452224731445,0.0,9.23281670334646,29.555261818875998,
53935201010538,36,2003,2009,6,ne,conus_spdep,1.8436675071716309,10.130712509155273,5.776404857635498,23.95255470275879,0.0,9.23281670334646,29.555261818875998,
53935201010538,36,2003,2009,6,ne,conus_climate,1.8417874574661255,10.12131404876709,5.776138782501221,23.92612648010254,0.0,9.23281670334646,29.555261818875998,
