scale,key,engine,scenario,year,total_TgC,total_lo,total_hi,mean_MgC_ha,n_plots
ecoregion,Wasatch and Uinta Mountains,default,reserve (no harvest),2080,85.34,75.041,95.042,45.74,619
ecoregion,Wasatch and Uinta Mountains,default,reserve (no harvest),2105,109.606,95.728,123.507,57.84,619
ecoregion,Wasatch and Uinta Mountains,default,reserve (no harvest),2125,127.053,111.459,144.107,66.18,619
ecoregion,Wasatch and Uinta Mountains,default,managed (harvest),2030,30.716,25.932,36.583,17.14,619
ecoregion,Wasatch and Uinta Mountains,default,managed (harvest),2055,42.968,37.043,49.332,22.96,619
ecoregion,Wasatch and Uinta Mountains,default,managed (harvest),2080,47.469,41.502,53.494,24.88,619
ecoregion,Wasatch and Uinta Mountains,default,managed (harvest),2105,47.352,41.154,53.243,24.08,619
ecoregion,Wasatch and Uinta Mountains,default,managed (harvest),2125,45.374,40.196,51.292,22.48,619
ecoregion,Water,default,reserve (no harvest),2030,17.695,14.258,21.001,63.6,172
ecoregion,Water,default,reserve (no harvest),2055,32.544,26.309,38.51,116.7,172
ecoregion,Water,default,reserve (no harvest),2080,43.368,35.135,52.344,154.34,172
ecoregion,Water,default,reserve (no harvest),2105,51.588,43.309,61.9,182.7,172
ecoregion,Water,default,reserve (no harvest),2125,56.079,45.608,69.688,198.84,172
ecoregion,Water,default,managed (harvest),2030,17.695,14.772,21.831,63.6,172
ecoregion,Water,default,managed (harvest),2055,25.904,22.297,30.566,92.55,172
ecoregion,Water,default,managed (harvest),2080,27.011,21.84,32.252,95.07,172
ecoregion,Water,default,managed (harvest),2105,25.113,21.022,29.967,87.4,172
ecoregion,Water,default,managed (harvest),2125,22.075,17.967,26.493,77.04,172
ecoregion,Western Allegheny Plateau,default,reserve (no harvest),2030,189.95,162.7,229.298,42.81,689
ecoregion,Western Allegheny Plateau,default,reserve (no harvest),2055,414.832,366.025,487.345,100.33,689
ecoregion,Western Allegheny Plateau,default,reserve (no harvest),2080,581.155,502.773,677.476,144.12,689
ecoregion,Western Allegheny Plateau,default,reserve (no harvest),2105,696.821,598.764,802.167,174.57,689
ecoregion,Western Allegheny Plateau,default,reserve (no harvest),2125,758.672,646.772,875.681,190.18,689
ecoregion,Western Allegheny Plateau,default,managed (harvest),2030,189.95,158.9,221.47,42.81,689
ecoregion,Western Allegheny Plateau,default,managed (harvest),2055,287.124,252.667,323.461,72.18,689
ecoregion,Western Allegheny Plateau,default,managed (harvest),2080,262.359,231.254,298.397,68.74,689
ecoregion,Western Allegheny Plateau,default,managed (harvest),2105,205.585,178.313,239.111,54.77,689
ecoregion,Western Allegheny Plateau,default,managed (harvest),2125,160.288,135.621,182.424,42.33,689
ecoregion,Western Corn Belt Plains,default,reserve (no harvest),2030,20.864,13.886,29.345,40.36,95
ecoregion,Western Corn Belt Plains,default,reserve (no harvest),2055,46.339,34.909,59.643,91.11,95
ecoregion,Western Corn Belt Plains,default,reserve (no harvest),2080,64.522,48.664,83.235,126.06,95
ecoregion,Western Corn Belt Plains,default,reserve (no harvest),2105,75.317,58.307,94.506,147.08,95
ecoregion,Western Corn Belt Plains,default,reserve (no harvest),2125,80.165,61.829,104.167,156.85,95
ecoregion,Western Corn Belt Plains,default,managed (harvest),2030,20.864,13.907,29.66,40.36,95
ecoregion,Western Corn Belt Plains,default,managed (harvest),2055,35.847,27.319,46.099,70.11,95
ecoregion,Western Corn Belt Plains,default,managed (harvest),2080,35.153,26.677,44.798,68.09,95
ecoregion,Western Corn Belt Plains,default,managed (harvest),2105,27.467,20.794,34.206,53.64,95
ecoregion,Western Corn Belt Plains,default,managed (harvest),2125,20.91,16.125,27.042,41.69,95
ecoregion,Western Gulf Coastal Plain,default,reserve (no harvest),2030,11.742,5.594,18.386,49.42,62
ecoregion,Western Gulf Coastal Plain,default,reserve (no harvest),2055,25.946,15.36,41.044,103.23,62
ecoregion,Western Gulf Coastal Plain,default,reserve (no harvest),2080,34.174,16.501,55.965,137.41,62
ecoregion,Western Gulf Coastal Plain,default,reserve (no harvest),2105,37.429,21.026,55.719,152.09,62
ecoregion,Western Gulf Coastal Plain,default,reserve (no harvest),2125,38.426,20.677,56.377,157.61,62
ecoregion,Western Gulf Coastal Plain,default,managed (harvest),2030,11.742,6.541,18.524,49.42,62
ecoregion,Western Gulf Coastal Plain,default,managed (harvest),2055,17.932,10.154,26.559,71.16,62
ecoregion,Western Gulf Coastal Plain,default,managed (harvest),2080,14.096,8.767,21.22,58.64,62
ecoregion,Western Gulf Coastal Plain,default,managed (harvest),2105,7.852,4.799,11.428,34.63,62
ecoregion,Western Gulf Coastal Plain,default,managed (harvest),2125,4.632,2.779,6.554,22.03,62
ecoregion,Willamette Valley,default,reserve (no harvest),2030,1.707,0.457,3.707,54.57,7
ecoregion,Willamette Valley,default,reserve (no harvest),2055,7.381,1.451,16.746,191.48,7
ecoregion,Willamette Valley,default,reserve (no harvest),2080,11.4,2.331,26.419,286.03,7
ecoregion,Willamette Valley,default,reserve (no harvest),2105,13.41,3.044,29.707,335.47,7
ecoregion,Willamette Valley,default,reserve (no harvest),2125,14.152,3.1,30.846,361.12,7
ecoregion,Willamette Valley,default,managed (harvest),2030,1.707,0.426,3.664,54.57,7
ecoregion,Willamette Valley,default,managed (harvest),2055,6.028,1.221,13.799,146.2,7
ecoregion,Willamette Valley,default,managed (harvest),2080,5.322,0.869,12.633,121.24,7
ecoregion,Willamette Valley,default,managed (harvest),2105,3.204,0.515,7.793,72.39,7
ecoregion,Willamette Valley,default,managed (harvest),2125,1.96,0.486,4.181,51.13,7
ecoregion,Wyoming Basin,default,reserve (no harvest),2030,6.264,3.83,9.883,18.27,139
ecoregion,Wyoming Basin,default,reserve (no harvest),2055,15.27,8.554,23.535,39.7,139
ecoregion,Wyoming Basin,default,reserve (no harvest),2080,22.816,11.962,38.826,58.2,139
ecoregion,Wyoming Basin,default,reserve (no harvest),2105,27.44,14.556,42.621,73.16,139
ecoregion,Wyoming Basin,default,reserve (no harvest),2125,30.369,16.767,45.828,82.27,139
ecoregion,Wyoming Basin,default,managed (harvest),2030,6.264,3.64,9.307,18.27,139
ecoregion,Wyoming Basin,default,managed (harvest),2055,8.911,4.176,14.437,20.89,139
ecoregion,Wyoming Basin,default,managed (harvest),2080,7.25,3.733,12.721,17.87,139
ecoregion,Wyoming Basin,default,managed (harvest),2105,4.394,2.91,6.318,14.45,139
ecoregion,Wyoming Basin,default,managed (harvest),2125,3.711,2.445,5.448,11.66,139
state,AL,default,reserve (no harvest),2030,507.389,460.967,557.753,53.74,1892
state,AL,default,reserve (no harvest),2055,999.514,929.319,1093.196,108.4,1892
state,AL,default,reserve (no harvest),2080,1327.473,1225.021,1430.639,144.69,1892
state,AL,default,reserve (no harvest),2105,1514.57,1402.695,1645.412,165.43,1892
state,AL,default,reserve (no harvest),2125,1603.01,1468.663,1724.95,175.28,1892
state,AL,default,managed (harvest),2030,507.389,466.289,563.206,53.74,1892
state,AL,default,managed (harvest),2055,723.945,676.289,779.125,79.21,1892
state,AL,default,managed (harvest),2080,658.753,612.623,706.387,72.49,1892
state,AL,default,managed (harvest),2105,488.083,447.024,532.83,53.86,1892
state,AL,default,managed (harvest),2125,364.89,333.166,400.842,40.37,1892
state,AR,default,reserve (no harvest),2030,305.473,274.56,339.595,45.01,1430
state,AR,default,reserve (no harvest),2055,680.646,626.663,746.776,101.92,1430
state,AR,default,reserve (no harvest),2080,923.278,841.022,1007.592,139.0,1430
state,AR,default,reserve (no harvest),2105,1060.77,975.804,1151.35,159.86,1430
state,AR,default,reserve (no harvest),2125,1123.551,1033.866,1209.438,169.54,1430
state,AR,default,managed (harvest),2030,305.473,276.44,333.786,45.01,1430
state,AR,default,managed (harvest),2055,531.212,481.134,578.074,79.9,1430
state,AR,default,managed (harvest),2080,513.979,477.333,555.05,77.89,1430
state,AR,default,managed (harvest),2105,400.302,365.021,431.651,60.66,1430
state,AR,default,managed (harvest),2125,306.879,283.518,329.165,46.62,1430
state,AZ,default,reserve (no harvest),2030,21.441,16.247,26.228,4.95,1140
state,AZ,default,reserve (no harvest),2055,56.459,44.126,70.71,12.43,1140
state,AZ,default,reserve (no harvest),2080,95.159,69.017,123.763,19.93,1140
state,AZ,default,reserve (no harvest),2105,133.673,94.847,176.786,26.22,1140
state,AZ,default,reserve (no harvest),2125,158.583,103.13,230.717,29.43,1140
state,AZ,default,managed (harvest),2030,21.441,16.844,26.708,4.95,1140
state,AZ,default,managed (harvest),2055,45.947,35.12,58.975,10.01,1140
state,AZ,default,managed (harvest),2080,62.139,45.374,84.578,12.61,1140
state,AZ,default,managed (harvest),2105,70.227,44.353,110.827,12.73,1140
state,AZ,default,managed (harvest),2125,67.619,38.383,115.6,10.96,1140
state,CA,default,reserve (no harvest),2030,177.602,156.657,200.234,42.47,1657
state,CA,default,reserve (no harvest),2055,638.407,571.071,709.547,127.74,1657
state,CA,default,reserve (no harvest),2080,1104.459,981.912,1215.311,213.14,1657
state,CA,default,reserve (no harvest),2105,1457.565,1306.347,1629.671,278.91,1657
state,CA,default,reserve (no harvest),2125,1681.944,1522.315,1864.994,321.07,1657
state,CA,default,managed (harvest),2030,177.602,156.317,199.791,42.47,1657
state,CA,default,managed (harvest),2055,462.029,412.81,510.629,85.57,1657
state,CA,default,managed (harvest),2080,469.433,417.537,530.494,86.02,1657
state,CA,default,managed (harvest),2105,357.707,316.141,404.438,66.64,1657
state,CA,default,managed (harvest),2125,299.448,257.355,338.185,56.09,1657
state,CO,default,reserve (no harvest),2030,126.718,114.205,140.428,20.72,1861
state,CO,default,reserve (no harvest),2055,293.652,269.478,319.973,46.78,1861
state,CO,default,reserve (no harvest),2080,458.058,415.855,495.109,72.64,1861
state,CO,default,reserve (no harvest),2105,585.698,543.933,627.334,92.51,1861
state,CO,default,reserve (no harvest),2125,649.303,598.286,702.886,102.37,1861
state,CO,default,managed (harvest),2030,126.718,114.678,137.768,20.72,1861
state,CO,default,managed (harvest),2055,188.479,174.021,202.787,29.58,1861
state,CO,default,managed (harvest),2080,196.458,180.857,210.635,30.89,1861
state,CO,default,managed (harvest),2105,161.063,149.08,174.428,25.13,1861
state,CO,default,managed (harvest),2125,117.755,107.034,128.545,18.33,1861
state,CT,default,reserve (no harvest),2030,17.651,13.192,22.403,39.85,106
state,CT,default,reserve (no harvest),2055,47.496,34.013,62.622,98.16,106
state,CT,default,reserve (no harvest),2080,66.718,51.925,89.229,140.51,106
state,CT,default,reserve (no harvest),2105,80.263,62.687,103.983,170.26,106
state,CT,default,reserve (no harvest),2125,87.348,68.976,111.35,185.12,106
state,CT,default,managed (harvest),2030,17.651,13.5,23.01,39.85,106
state,CT,default,managed (harvest),2055,37.543,27.405,51.634,75.69,106
state,CT,default,managed (harvest),2080,35.594,27.08,48.924,75.35,106
state,CT,default,managed (harvest),2105,29.067,22.328,36.078,62.61,106
state,CT,default,managed (harvest),2125,23.039,17.633,27.971,49.23,106
state,DE,default,reserve (no harvest),2030,18.668,11.601,28.071,50.15,48
state,DE,default,reserve (no harvest),2055,48.179,31.625,67.514,115.52,48
state,DE,default,reserve (no harvest),2080,69.559,43.351,97.134,156.68,48
state,DE,default,reserve (no harvest),2105,82.684,44.592,123.855,179.88,48
state,DE,default,reserve (no harvest),2125,89.861,52.953,136.578,192.47,48
state,DE,default,managed (harvest),2030,18.668,11.869,28.239,50.15,48
state,DE,default,managed (harvest),2055,35.551,21.722,51.569,81.6,48
state,DE,default,managed (harvest),2080,32.883,20.217,48.299,67.57,48
state,DE,default,managed (harvest),2105,23.764,11.838,35.126,45.06,48
state,DE,default,managed (harvest),2125,18.081,9.871,26.95,33.26,48
state,FL,default,reserve (no harvest),2030,279.643,242.059,323.556,49.29,1175
state,FL,default,reserve (no harvest),2055,635.674,566.459,734.91,111.35,1175
state,FL,default,reserve (no harvest),2080,839.248,732.688,935.439,147.15,1175
state,FL,default,reserve (no harvest),2105,926.667,808.709,1106.685,163.27,1175
state,FL,default,reserve (no harvest),2125,958.536,833.307,1071.216,169.27,1175
state,FL,default,managed (harvest),2030,279.643,231.789,330.684,49.29,1175
state,FL,default,managed (harvest),2055,392.667,346.241,448.091,68.52,1175
state,FL,default,managed (harvest),2080,255.57,219.97,284.465,44.83,1175
state,FL,default,managed (harvest),2105,126.993,107.928,147.219,23.04,1175
state,FL,default,managed (harvest),2125,78.0,66.008,89.718,14.24,1175
state,GA,default,reserve (no harvest),2030,383.183,336.654,427.969,46.92,1648
state,GA,default,reserve (no harvest),2055,789.359,708.425,869.682,100.83,1648
state,GA,default,reserve (no harvest),2080,1048.38,931.028,1162.318,136.49,1648
state,GA,default,reserve (no harvest),2105,1185.259,1066.746,1312.21,155.74,1648
state,GA,default,reserve (no harvest),2125,1249.927,1112.406,1374.416,164.86,1648
state,GA,default,managed (harvest),2030,383.183,339.62,433.797,46.92,1648
state,GA,default,managed (harvest),2055,533.137,484.519,587.354,69.46,1648
state,GA,default,managed (harvest),2080,435.691,389.666,483.837,58.67,1648
state,GA,default,managed (harvest),2105,282.324,250.313,310.998,38.82,1648
state,GA,default,managed (harvest),2125,198.591,176.758,219.301,27.56,1648
state,IA,default,reserve (no harvest),2030,38.185,28.91,50.561,40.13,141
state,IA,default,reserve (no harvest),2055,86.816,68.95,102.585,93.65,141
state,IA,default,reserve (no harvest),2080,121.538,96.949,152.417,131.32,141
state,IA,default,reserve (no harvest),2105,142.643,114.573,171.775,154.34,141
state,IA,default,reserve (no harvest),2125,152.24,123.004,188.202,164.4,141
state,IA,default,managed (harvest),2030,38.185,29.646,48.525,40.13,141
state,IA,default,managed (harvest),2055,64.967,52.373,80.371,70.69,141
state,IA,default,managed (harvest),2080,62.518,50.297,75.365,67.91,141
state,IA,default,managed (harvest),2105,47.853,39.807,56.295,52.08,141
state,IA,default,managed (harvest),2125,35.584,28.614,43.232,38.57,141
state,ID,default,reserve (no harvest),2030,137.106,126.016,149.014,25.32,1738
state,ID,default,reserve (no harvest),2055,388.602,358.915,419.63,63.45,1738
state,ID,default,reserve (no harvest),2080,591.109,545.45,644.789,94.88,1738
state,ID,default,reserve (no harvest),2105,753.981,693.965,814.83,120.94,1738
state,ID,default,reserve (no harvest),2125,859.194,787.259,920.353,137.93,1738
state,ID,default,managed (harvest),2030,137.106,124.945,150.779,25.32,1738
state,ID,default,managed (harvest),2055,263.692,237.36,284.449,40.47,1738
state,ID,default,managed (harvest),2080,225.878,202.418,246.01,35.09,1738
state,ID,default,managed (harvest),2105,182.997,168.976,201.279,29.24,1738
state,ID,default,managed (harvest),2125,155.017,141.335,169.784,24.97,1738
state,IL,default,reserve (no harvest),2030,65.326,49.204,80.493,42.8,264
state,IL,default,reserve (no harvest),2055,146.668,113.696,179.203,97.68,264
state,IL,default,reserve (no harvest),2080,204.099,164.802,266.036,136.79,264
state,IL,default,reserve (no harvest),2105,239.042,188.385,307.165,161.38,264
state,IL,default,reserve (no harvest),2125,254.485,205.719,324.744,172.42,264
state,IL,default,managed (harvest),2030,65.326,50.897,83.899,42.8,264
state,IL,default,managed (harvest),2055,106.094,84.392,136.828,71.09,264
state,IL,default,managed (harvest),2080,97.63,73.867,126.7,66.06,264
state,IL,default,managed (harvest),2105,71.935,56.946,88.017,49.61,264
state,IL,default,managed (harvest),2125,51.671,40.263,65.52,36.1,264
state,IN,default,reserve (no harvest),2030,128.558,101.929,164.547,37.47,531
state,IN,default,reserve (no harvest),2055,270.824,216.393,322.333,91.26,531
state,IN,default,reserve (no harvest),2080,373.955,313.429,450.276,133.49,531
state,IN,default,reserve (no harvest),2105,441.382,361.519,535.115,161.81,531
state,IN,default,reserve (no harvest),2125,477.903,392.877,584.17,176.18,531
state,IN,default,managed (harvest),2030,128.558,100.433,159.418,37.47,531
state,IN,default,managed (harvest),2055,182.06,144.631,220.348,65.39,531
state,IN,default,managed (harvest),2080,159.486,129.155,185.976,62.48,531
state,IN,default,managed (harvest),2105,116.795,96.682,142.984,47.68,531
state,IN,default,managed (harvest),2125,88.802,72.507,107.222,35.73,531
state,KS,default,reserve (no harvest),2030,21.997,13.524,32.232,38.93,86
state,KS,default,reserve (no harvest),2055,46.944,31.985,64.315,92.01,86
state,KS,default,reserve (no harvest),2080,65.371,48.004,87.819,130.03,86
state,KS,default,reserve (no harvest),2105,79.724,62.32,105.735,157.08,86
state,KS,default,reserve (no harvest),2125,87.498,62.927,116.286,169.74,86
state,KS,default,managed (harvest),2030,21.997,13.232,32.334,38.93,86
state,KS,default,managed (harvest),2055,27.004,19.841,33.115,56.72,86
state,KS,default,managed (harvest),2080,20.952,14.824,27.286,43.33,86
state,KS,default,managed (harvest),2105,16.312,10.885,22.484,31.1,86
state,KS,default,managed (harvest),2125,12.257,8.5,17.181,21.41,86
state,KY,default,reserve (no harvest),2030,332.276,300.56,370.429,48.79,975
state,KY,default,reserve (no harvest),2055,671.453,604.584,741.45,107.25,975
state,KY,default,reserve (no harvest),2080,941.084,855.169,1038.106,154.5,975
state,KY,default,reserve (no harvest),2105,1110.331,1014.316,1221.491,184.51,975
state,KY,default,reserve (no harvest),2125,1197.664,1086.462,1309.558,199.84,975
state,KY,default,managed (harvest),2030,332.276,293.753,372.652,48.79,975
state,KY,default,managed (harvest),2055,488.077,444.841,533.934,80.32,975
state,KY,default,managed (harvest),2080,488.349,437.51,529.197,83.25,975
state,KY,default,managed (harvest),2105,388.087,348.71,430.215,67.31,975
state,KY,default,managed (harvest),2125,304.088,272.953,333.783,52.94,975
state,LA,default,reserve (no harvest),2030,205.176,181.188,229.079,45.64,1083
state,LA,default,reserve (no harvest),2055,455.297,415.64,496.093,99.28,1083
state,LA,default,reserve (no harvest),2080,604.707,550.666,667.225,132.48,1083
state,LA,default,reserve (no harvest),2105,674.339,610.81,735.672,148.39,1083
state,LA,default,reserve (no harvest),2125,706.753,626.133,774.161,155.71,1083
state,LA,default,managed (harvest),2030,205.176,180.551,228.404,45.64,1083
state,LA,default,managed (harvest),2055,341.298,313.278,373.178,73.93,1083
state,LA,default,managed (harvest),2080,301.076,277.319,324.732,66.05,1083
state,LA,default,managed (harvest),2105,203.431,185.504,229.174,45.26,1083
state,LA,default,managed (harvest),2125,145.895,129.734,160.859,32.55,1083
state,MA,default,reserve (no harvest),2030,35.284,27.773,44.052,38.61,210
state,MA,default,reserve (no harvest),2055,89.186,72.242,107.431,98.55,210
state,MA,default,reserve (no harvest),2080,125.944,100.54,147.551,140.7,210
state,MA,default,reserve (no harvest),2105,148.326,124.425,178.441,167.83,210
state,MA,default,reserve (no harvest),2125,159.889,130.699,191.744,181.56,210
state,MA,default,managed (harvest),2030,35.284,28.29,43.125,38.61,210
state,MA,default,managed (harvest),2055,72.08,58.059,85.614,79.83,210
state,MA,default,managed (harvest),2080,73.895,61.282,90.95,83.28,210
state,MA,default,managed (harvest),2105,60.454,50.399,71.264,70.04,210
state,MA,default,managed (harvest),2125,48.572,39.351,57.509,56.61,210
state,MD,default,reserve (no harvest),2030,47.928,28.641,66.882,44.38,159
state,MD,default,reserve (no harvest),2055,105.394,74.319,142.381,102.31,159
state,MD,default,reserve (no harvest),2080,140.778,100.401,188.597,140.02,159
state,MD,default,reserve (no harvest),2105,162.047,108.05,223.068,163.62,159
state,MD,default,reserve (no harvest),2125,174.174,121.359,246.976,176.53,159
state,MD,default,managed (harvest),2030,47.928,29.615,69.998,44.38,159
state,MD,default,managed (harvest),2055,77.297,50.453,103.494,76.29,159
state,MD,default,managed (harvest),2080,67.368,46.208,87.714,69.34,159
state,MD,default,managed (harvest),2105,49.145,36.486,68.635,52.29,159
state,MD,default,managed (harvest),2125,38.224,27.011,54.447,40.68,159
state,ME,default,reserve (no harvest),2030,616.141,564.649,650.11,94.53,1977
state,ME,default,reserve (no harvest),2055,1172.168,1097.793,1257.727,178.02,1977
state,ME,default,reserve (no harvest),2080,1574.598,1466.35,1681.689,238.85,1977
state,ME,default,reserve (no harvest),2105,1845.7,1731.464,1972.593,280.55,1977
state,ME,default,reserve (no harvest),2125,1966.835,1829.895,2083.01,299.42,1977
state,ME,default,managed (harvest),2030,616.141,570.147,667.604,94.53,1977
state,ME,default,managed (harvest),2055,826.873,772.571,885.657,125.05,1977
state,ME,default,managed (harvest),2080,765.91,713.321,819.752,115.8,1977
state,ME,default,managed (harvest),2105,607.785,567.805,649.577,92.6,1977
state,ME,default,managed (harvest),2125,456.527,426.527,489.911,69.96,1977
state,MI,default,reserve (no harvest),2030,392.292,363.34,423.278,56.61,3861
state,MI,default,reserve (no harvest),2055,797.424,744.36,857.826,114.79,3861
state,MI,default,reserve (no harvest),2080,1099.123,1035.605,1163.657,158.35,3861
state,MI,default,reserve (no harvest),2105,1311.411,1233.367,1395.967,190.02,3861
state,MI,default,reserve (no harvest),2125,1424.826,1331.08,1530.868,206.86,3861
state,MI,default,managed (harvest),2030,392.292,364.213,423.97,56.61,3861
state,MI,default,managed (harvest),2055,647.196,602.769,697.401,93.12,3861
state,MI,default,managed (harvest),2080,701.053,655.737,747.597,101.01,3861
state,MI,default,managed (harvest),2105,644.874,605.569,685.763,94.01,3861
state,MI,default,managed (harvest),2125,560.726,522.723,592.001,82.04,3861
state,MN,default,reserve (no harvest),2030,454.895,413.887,487.486,67.93,1853
state,MN,default,reserve (no harvest),2055,878.402,818.758,938.095,129.15,1853
state,MN,default,reserve (no harvest),2080,1180.247,1093.836,1260.977,173.68,1853
state,MN,default,reserve (no harvest),2105,1369.176,1267.674,1497.595,202.02,1853
state,MN,default,reserve (no harvest),2125,1464.738,1355.072,1577.766,216.3,1853
state,MN,default,managed (harvest),2030,454.895,421.575,495.241,67.93,1853
state,MN,default,managed (harvest),2055,728.384,677.843,784.585,106.75,1853
state,MN,default,managed (harvest),2080,790.019,724.043,844.595,116.07,1853
state,MN,default,managed (harvest),2105,718.411,668.064,774.649,106.14,1853
state,MN,default,managed (harvest),2125,624.436,587.308,671.38,92.42,1853
state,MO,default,reserve (no harvest),2030,338.576,308.731,364.567,48.94,1688
state,MO,default,reserve (no harvest),2055,711.558,662.673,764.199,103.06,1688
state,MO,default,reserve (no harvest),2080,988.286,921.911,1050.004,143.87,1688
state,MO,default,reserve (no harvest),2105,1176.537,1098.958,1252.982,172.15,1688
state,MO,default,reserve (no harvest),2125,1272.793,1200.406,1358.018,186.71,1688
state,MO,default,managed (harvest),2030,338.576,312.14,362.788,48.94,1688
state,MO,default,managed (harvest),2055,535.517,499.882,576.689,77.61,1688
state,MO,default,managed (harvest),2080,533.806,497.547,566.483,78.07,1688
state,MO,default,managed (harvest),2105,444.506,416.039,473.303,65.76,1688
state,MO,default,managed (harvest),2125,355.867,328.152,381.469,52.96,1688
state,MS,default,reserve (no harvest),2030,350.267,314.283,382.981,49.99,1374
state,MS,default,reserve (no harvest),2055,704.906,642.86,758.237,103.92,1374
state,MS,default,reserve (no harvest),2080,934.791,868.53,1015.741,140.41,1374
state,MS,default,reserve (no harvest),2105,1058.109,964.494,1173.571,160.63,1374
state,MS,default,reserve (no harvest),2125,1116.375,1017.709,1220.305,170.59,1374
state,MS,default,managed (harvest),2030,350.267,313.756,390.572,49.99,1374
state,MS,default,managed (harvest),2055,515.859,474.526,564.338,76.94,1374
state,MS,default,managed (harvest),2080,467.323,427.863,505.31,71.9,1374
state,MS,default,managed (harvest),2105,338.458,304.923,366.999,53.32,1374
state,MS,default,managed (harvest),2125,250.989,227.84,274.49,40.32,1374
state,MT,default,reserve (no harvest),2030,168.489,154.354,183.921,27.91,2315
state,MT,default,reserve (no harvest),2055,400.953,373.294,433.963,53.4,2315
state,MT,default,reserve (no harvest),2080,618.592,575.272,659.373,77.46,2315
state,MT,default,reserve (no harvest),2105,818.858,747.554,883.42,99.85,2315
state,MT,default,reserve (no harvest),2125,963.626,897.3,1031.632,115.9,2315
state,MT,default,managed (harvest),2030,168.489,153.054,183.782,27.91,2315
state,MT,default,managed (harvest),2055,265.602,241.984,288.674,31.26,2315
state,MT,default,managed (harvest),2080,269.828,251.255,291.985,30.35,2315
state,MT,default,managed (harvest),2105,253.281,232.359,272.765,28.36,2315
state,MT,default,managed (harvest),2125,235.373,215.822,251.201,26.19,2315
state,NC,default,reserve (no harvest),2030,419.283,361.606,470.855,57.53,1508
state,NC,default,reserve (no harvest),2055,815.122,732.993,903.713,118.11,1508
state,NC,default,reserve (no harvest),2080,1103.15,981.9,1212.599,161.17,1508
state,NC,default,reserve (no harvest),2105,1293.137,1155.247,1429.941,188.88,1508
state,NC,default,reserve (no harvest),2125,1391.781,1246.591,1522.808,203.21,1508
state,NC,default,managed (harvest),2030,419.283,372.853,473.119,57.53,1508
state,NC,default,managed (harvest),2055,590.454,522.29,645.386,87.28,1508
state,NC,default,managed (harvest),2080,562.096,502.7,614.114,83.58,1508
state,NC,default,managed (harvest),2105,450.892,407.035,505.09,66.5,1508
state,NC,default,managed (harvest),2125,356.259,311.69,404.474,52.37,1508
state,ND,default,reserve (no harvest),2030,3.537,2.012,5.535,31.13,46
state,ND,default,reserve (no harvest),2055,10.283,4.913,17.847,62.35,46
state,ND,default,reserve (no harvest),2080,19.112,7.064,35.055,93.07,46
state,ND,default,reserve (no harvest),2105,31.051,9.797,65.72,122.03,46
state,ND,default,reserve (no harvest),2125,41.524,13.336,88.611,143.2,46
state,ND,default,managed (harvest),2030,3.537,1.985,5.299,31.13,46
state,ND,default,managed (harvest),2055,7.922,3.442,15.682,41.57,46
state,ND,default,managed (harvest),2080,11.462,3.713,23.126,44.54,46
state,ND,default,managed (harvest),2105,15.749,3.722,43.803,43.77,46
state,ND,default,managed (harvest),2125,17.811,3.997,45.226,41.56,46
state,NE,default,reserve (no harvest),2030,7.057,4.096,10.237,23.34,46
state,NE,default,reserve (no harvest),2055,19.681,11.53,28.245,58.6,46
state,NE,default,reserve (no harvest),2080,28.91,18.422,43.998,86.56,46
state,NE,default,reserve (no harvest),2105,35.851,22.211,51.848,106.34,46
state,NE,default,reserve (no harvest),2125,40.545,24.296,64.305,117.7,46
state,NE,default,managed (harvest),2030,7.057,4.48,10.465,23.34,46
state,NE,default,managed (harvest),2055,12.354,7.391,18.498,34.36,46
state,NE,default,managed (harvest),2080,8.755,5.646,13.248,26.65,46
state,NE,default,managed (harvest),2105,6.673,2.848,11.043,18.79,46
state,NE,default,managed (harvest),2125,5.921,2.484,9.803,14.6,46
state,NH,default,reserve (no harvest),2030,124.167,106.008,143.63,69.0,622
state,NH,default,reserve (no harvest),2055,257.585,229.296,287.476,139.79,622
state,NH,default,reserve (no harvest),2080,349.078,306.504,389.941,191.03,622
state,NH,default,reserve (no harvest),2105,410.164,367.994,465.661,227.28,622
state,NH,default,reserve (no harvest),2125,440.139,388.134,486.4,243.9,622
state,NH,default,managed (harvest),2030,124.167,110.489,142.878,69.0,622
state,NH,default,managed (harvest),2055,215.734,190.511,245.512,116.53,622
state,NH,default,managed (harvest),2080,234.512,206.455,266.262,128.5,622
state,NH,default,managed (harvest),2105,216.554,194.237,239.991,121.43,622
state,NH,default,managed (harvest),2125,188.137,166.863,207.128,105.31,622
state,NJ,default,reserve (no harvest),2030,32.496,22.813,42.18,39.01,178
state,NJ,default,reserve (no harvest),2055,79.788,60.979,102.311,97.08,178
state,NJ,default,reserve (no harvest),2080,112.385,89.026,143.841,140.55,178
state,NJ,default,reserve (no harvest),2105,133.27,102.616,167.229,166.9,178
state,NJ,default,reserve (no harvest),2125,144.595,113.975,188.286,180.12,178
state,NJ,default,managed (harvest),2030,32.496,22.079,45.324,39.01,178
state,NJ,default,managed (harvest),2055,62.744,46.324,81.316,76.62,178
state,NJ,default,managed (harvest),2080,62.43,49.328,76.358,79.9,178
state,NJ,default,managed (harvest),2105,50.571,39.898,62.776,64.37,178
state,NJ,default,managed (harvest),2125,40.676,30.572,53.442,50.6,178
