scale,key,engine,scenario,year,total_TgC,total_lo,total_hi,mean_MgC_ha,n_plots
ecoregion,Northern Appalachian and Atlantic Maritime Highlands,default,managed (harvest),2030,675.81,630.497,721.736,71.54,2903
ecoregion,Northern Appalachian and Atlantic Maritime Highlands,default,managed (harvest),2055,1047.15,991.389,1105.986,110.14,2903
ecoregion,Northern Appalachian and Atlantic Maritime Highlands,default,managed (harvest),2080,1076.495,1018.727,1130.877,114.62,2903
ecoregion,Northern Appalachian and Atlantic Maritime Highlands,default,managed (harvest),2105,956.719,896.94,1017.984,103.41,2903
ecoregion,Northern Appalachian and Atlantic Maritime Highlands,default,managed (harvest),2125,791.375,752.538,832.101,85.86,2903
ecoregion,Northern Basin and Range,default,reserve (no harvest),2030,5.996,3.496,8.567,15.94,164
ecoregion,Northern Basin and Range,default,reserve (no harvest),2055,14.03,9.254,19.113,37.39,164
ecoregion,Northern Basin and Range,default,reserve (no harvest),2080,20.704,14.977,29.464,54.07,164
ecoregion,Northern Basin and Range,default,reserve (no harvest),2105,26.246,17.74,38.104,66.63,164
ecoregion,Northern Basin and Range,default,reserve (no harvest),2125,29.733,20.473,40.51,74.09,164
ecoregion,Northern Basin and Range,default,managed (harvest),2030,5.996,3.652,8.967,15.94,164
ecoregion,Northern Basin and Range,default,managed (harvest),2055,8.915,6.488,12.22,24.67,164
ecoregion,Northern Basin and Range,default,managed (harvest),2080,8.082,5.642,11.145,21.26,164
ecoregion,Northern Basin and Range,default,managed (harvest),2105,6.997,4.43,10.221,16.81,164
ecoregion,Northern Basin and Range,default,managed (harvest),2125,6.038,3.85,8.485,13.8,164
ecoregion,Northern Lakes and Forests,default,reserve (no harvest),2030,822.615,779.914,877.382,60.94,5675
ecoregion,Northern Lakes and Forests,default,reserve (no harvest),2055,1624.02,1552.498,1705.505,120.94,5675
ecoregion,Northern Lakes and Forests,default,reserve (no harvest),2080,2212.707,2100.359,2315.792,165.57,5675
ecoregion,Northern Lakes and Forests,default,reserve (no harvest),2105,2614.836,2505.816,2736.853,197.24,5675
ecoregion,Northern Lakes and Forests,default,reserve (no harvest),2125,2825.474,2688.867,2964.004,213.82,5675
ecoregion,Northern Lakes and Forests,default,managed (harvest),2030,822.615,781.507,867.812,60.94,5675
ecoregion,Northern Lakes and Forests,default,managed (harvest),2055,1326.951,1271.895,1399.405,98.53,5675
ecoregion,Northern Lakes and Forests,default,managed (harvest),2080,1437.033,1375.872,1510.085,106.9,5675
ecoregion,Northern Lakes and Forests,default,managed (harvest),2105,1320.983,1260.314,1390.937,99.24,5675
ecoregion,Northern Lakes and Forests,default,managed (harvest),2125,1150.403,1100.38,1196.261,86.61,5675
ecoregion,Northern Minnesota Wetlands,default,reserve (no harvest),2030,120.786,97.93,143.713,84.31,418
ecoregion,Northern Minnesota Wetlands,default,reserve (no harvest),2055,205.351,171.753,232.027,145.61,418
ecoregion,Northern Minnesota Wetlands,default,reserve (no harvest),2080,273.732,229.992,320.2,193.87,418
ecoregion,Northern Minnesota Wetlands,default,reserve (no harvest),2105,317.219,266.114,366.371,225.23,418
ecoregion,Northern Minnesota Wetlands,default,reserve (no harvest),2125,338.581,291.825,399.279,241.24,418
ecoregion,Northern Minnesota Wetlands,default,managed (harvest),2030,120.786,102.357,143.383,84.31,418
ecoregion,Northern Minnesota Wetlands,default,managed (harvest),2055,165.518,142.012,190.267,117.8,418
ecoregion,Northern Minnesota Wetlands,default,managed (harvest),2080,179.314,154.556,208.174,127.21,418
ecoregion,Northern Minnesota Wetlands,default,managed (harvest),2105,163.665,137.192,187.56,116.63,418
ecoregion,Northern Minnesota Wetlands,default,managed (harvest),2125,141.848,122.554,165.801,101.87,418
ecoregion,Northern Piedmont,default,reserve (no harvest),2030,33.482,17.075,63.73,40.39,124
ecoregion,Northern Piedmont,default,reserve (no harvest),2055,68.363,38.039,122.21,96.29,124
ecoregion,Northern Piedmont,default,reserve (no harvest),2080,90.715,54.747,138.706,136.69,124
ecoregion,Northern Piedmont,default,reserve (no harvest),2105,102.542,60.121,157.247,160.65,124
ecoregion,Northern Piedmont,default,reserve (no harvest),2125,108.522,68.839,171.037,171.71,124
ecoregion,Northern Piedmont,default,managed (harvest),2030,33.482,15.739,59.106,40.39,124
ecoregion,Northern Piedmont,default,managed (harvest),2055,51.604,31.07,81.983,75.69,124
ecoregion,Northern Piedmont,default,managed (harvest),2080,47.816,30.303,72.687,77.21,124
ecoregion,Northern Piedmont,default,managed (harvest),2105,35.353,22.932,52.61,61.58,124
ecoregion,Northern Piedmont,default,managed (harvest),2125,26.956,18.491,36.656,47.43,124
ecoregion,Northwestern Glaciated Plains,default,reserve (no harvest),2030,1.418,0.564,2.445,23.3,18
ecoregion,Northwestern Glaciated Plains,default,reserve (no harvest),2055,3.157,1.298,4.954,41.08,18
ecoregion,Northwestern Glaciated Plains,default,reserve (no harvest),2080,4.954,2.176,8.076,59.14,18
ecoregion,Northwestern Glaciated Plains,default,reserve (no harvest),2105,6.941,3.528,10.697,80.55,18
ecoregion,Northwestern Glaciated Plains,default,reserve (no harvest),2125,8.506,3.05,13.48,98.14,18
ecoregion,Northwestern Glaciated Plains,default,managed (harvest),2030,1.418,0.59,2.532,23.3,18
ecoregion,Northwestern Glaciated Plains,default,managed (harvest),2055,1.808,0.63,2.946,20.81,18
ecoregion,Northwestern Glaciated Plains,default,managed (harvest),2080,1.955,0.749,3.727,20.75,18
ecoregion,Northwestern Glaciated Plains,default,managed (harvest),2105,2.223,0.709,3.676,24.39,18
ecoregion,Northwestern Glaciated Plains,default,managed (harvest),2125,2.227,0.764,3.859,25.33,18
ecoregion,Northwestern Great Plains,default,reserve (no harvest),2030,10.687,8.253,12.714,12.14,337
ecoregion,Northwestern Great Plains,default,reserve (no harvest),2055,40.232,31.012,54.112,32.07,337
ecoregion,Northwestern Great Plains,default,reserve (no harvest),2080,77.026,56.415,106.267,53.35,337
ecoregion,Northwestern Great Plains,default,reserve (no harvest),2105,115.043,80.344,157.561,73.14,337
ecoregion,Northwestern Great Plains,default,reserve (no harvest),2125,144.529,98.786,215.391,87.46,337
ecoregion,Northwestern Great Plains,default,managed (harvest),2030,10.687,8.364,12.979,12.14,337
ecoregion,Northwestern Great Plains,default,managed (harvest),2055,31.445,21.796,41.442,21.93,337
ecoregion,Northwestern Great Plains,default,managed (harvest),2080,42.882,27.252,62.73,25.11,337
ecoregion,Northwestern Great Plains,default,managed (harvest),2105,46.944,30.682,69.77,24.36,337
ecoregion,Northwestern Great Plains,default,managed (harvest),2125,47.222,31.532,71.45,22.84,337
ecoregion,Ouachita Mountains,default,reserve (no harvest),2030,79.286,68.778,92.403,43.63,422
ecoregion,Ouachita Mountains,default,reserve (no harvest),2055,183.616,157.761,207.455,99.89,422
ecoregion,Ouachita Mountains,default,reserve (no harvest),2080,256.896,225.246,288.382,139.46,422
ecoregion,Ouachita Mountains,default,reserve (no harvest),2105,302.37,258.854,338.198,164.08,422
ecoregion,Ouachita Mountains,default,reserve (no harvest),2125,323.146,280.208,370.202,175.62,422
ecoregion,Ouachita Mountains,default,managed (harvest),2030,79.286,68.342,88.522,43.63,422
ecoregion,Ouachita Mountains,default,managed (harvest),2055,142.017,125.519,162.012,77.03,422
ecoregion,Ouachita Mountains,default,managed (harvest),2080,141.115,119.142,162.496,76.35,422
ecoregion,Ouachita Mountains,default,managed (harvest),2105,113.051,97.06,129.544,61.14,422
ecoregion,Ouachita Mountains,default,managed (harvest),2125,86.823,74.797,101.303,47.21,422
ecoregion,Ozark Highlands,default,reserve (no harvest),2030,292.482,272.182,318.352,49.96,1503
ecoregion,Ozark Highlands,default,reserve (no harvest),2055,605.24,563.609,649.868,104.83,1503
ecoregion,Ozark Highlands,default,reserve (no harvest),2080,844.444,797.195,913.256,146.12,1503
ecoregion,Ozark Highlands,default,reserve (no harvest),2105,1008.833,948.248,1094.56,174.4,1503
ecoregion,Ozark Highlands,default,reserve (no harvest),2125,1093.631,1018.987,1178.895,189.03,1503
ecoregion,Ozark Highlands,default,managed (harvest),2030,292.482,267.14,323.16,49.96,1503
ecoregion,Ozark Highlands,default,managed (harvest),2055,454.031,427.635,489.743,78.98,1503
ecoregion,Ozark Highlands,default,managed (harvest),2080,458.587,429.346,491.575,79.42,1503
ecoregion,Ozark Highlands,default,managed (harvest),2105,385.883,356.472,421.47,66.62,1503
ecoregion,Ozark Highlands,default,managed (harvest),2125,311.032,290.229,339.09,53.68,1503
ecoregion,Piedmont,default,reserve (no harvest),2030,349.385,302.421,391.622,53.9,1540
ecoregion,Piedmont,default,reserve (no harvest),2055,694.841,615.073,769.063,108.04,1540
ecoregion,Piedmont,default,reserve (no harvest),2080,932.994,837.382,1049.991,145.34,1540
ecoregion,Piedmont,default,reserve (no harvest),2105,1082.675,979.241,1193.309,168.32,1540
ecoregion,Piedmont,default,reserve (no harvest),2125,1161.517,1028.453,1291.905,180.29,1540
ecoregion,Piedmont,default,managed (harvest),2030,349.385,310.314,396.673,53.9,1540
ecoregion,Piedmont,default,managed (harvest),2055,501.254,455.247,564.101,77.69,1540
ecoregion,Piedmont,default,managed (harvest),2080,461.108,411.608,517.459,71.23,1540
ecoregion,Piedmont,default,managed (harvest),2105,356.01,319.287,399.129,54.32,1540
ecoregion,Piedmont,default,managed (harvest),2125,278.655,241.844,318.193,42.2,1540
ecoregion,Ridge and Valley,default,reserve (no harvest),2030,257.397,232.273,284.808,42.79,1311
ecoregion,Ridge and Valley,default,reserve (no harvest),2055,548.066,495.53,599.936,98.67,1311
ecoregion,Ridge and Valley,default,reserve (no harvest),2080,754.496,686.389,820.664,139.53,1311
ecoregion,Ridge and Valley,default,reserve (no harvest),2105,887.515,810.913,970.369,166.07,1311
ecoregion,Ridge and Valley,default,reserve (no harvest),2125,952.033,869.613,1036.925,179.04,1311
ecoregion,Ridge and Valley,default,managed (harvest),2030,257.397,225.044,284.653,42.79,1311
ecoregion,Ridge and Valley,default,managed (harvest),2055,409.01,377.398,457.586,75.47,1311
ecoregion,Ridge and Valley,default,managed (harvest),2080,395.139,357.2,434.095,75.54,1311
ecoregion,Ridge and Valley,default,managed (harvest),2105,316.626,290.147,346.493,61.49,1311
ecoregion,Ridge and Valley,default,managed (harvest),2125,246.212,223.413,266.907,48.13,1311
ecoregion,Sierra Nevada,default,reserve (no harvest),2030,38.247,32.812,44.359,28.64,516
ecoregion,Sierra Nevada,default,reserve (no harvest),2055,158.7,139.478,181.569,100.88,516
ecoregion,Sierra Nevada,default,reserve (no harvest),2080,302.3,259.639,351.275,184.12,516
ecoregion,Sierra Nevada,default,reserve (no harvest),2105,419.951,366.434,492.302,253.56,516
ecoregion,Sierra Nevada,default,reserve (no harvest),2125,492.585,429.2,560.512,297.37,516
ecoregion,Sierra Nevada,default,managed (harvest),2030,38.247,32.441,44.537,28.64,516
ecoregion,Sierra Nevada,default,managed (harvest),2055,120.951,104.206,138.266,72.71,516
ecoregion,Sierra Nevada,default,managed (harvest),2080,145.521,121.557,166.91,84.64,516
ecoregion,Sierra Nevada,default,managed (harvest),2105,120.464,105.238,137.995,71.34,516
ecoregion,Sierra Nevada,default,managed (harvest),2125,99.077,85.25,116.223,59.58,516
ecoregion,Snake River Plain,default,reserve (no harvest),2030,0.25,0.111,0.41,25.24,15
ecoregion,Snake River Plain,default,reserve (no harvest),2055,0.752,0.221,1.461,51.87,15
ecoregion,Snake River Plain,default,reserve (no harvest),2080,1.131,0.304,2.179,72.45,15
ecoregion,Snake River Plain,default,reserve (no harvest),2105,1.437,0.408,2.714,88.87,15
ecoregion,Snake River Plain,default,reserve (no harvest),2125,1.678,0.418,3.711,100.15,15
ecoregion,Snake River Plain,default,managed (harvest),2030,0.25,0.104,0.417,25.24,15
ecoregion,Snake River Plain,default,managed (harvest),2055,0.52,0.124,1.132,28.61,15
ecoregion,Snake River Plain,default,managed (harvest),2080,0.418,0.097,0.887,22.52,15
ecoregion,Snake River Plain,default,managed (harvest),2105,0.34,0.083,0.673,17.79,15
ecoregion,Snake River Plain,default,managed (harvest),2125,0.331,0.034,0.78,15.76,15
ecoregion,Sonoran Desert,default,reserve (no harvest),2030,0.013,0.0,0.039,3.02,3
ecoregion,Sonoran Desert,default,reserve (no harvest),2055,0.066,0.0,0.197,15.39,3
ecoregion,Sonoran Desert,default,reserve (no harvest),2080,0.18,0.0,0.54,42.2,3
ecoregion,Sonoran Desert,default,reserve (no harvest),2105,0.324,0.0,0.971,75.84,3
ecoregion,Sonoran Desert,default,reserve (no harvest),2125,0.383,0.0,0.766,89.78,3
ecoregion,Sonoran Desert,default,managed (harvest),2030,0.013,0.0,0.039,3.02,3
ecoregion,Sonoran Desert,default,managed (harvest),2055,0.053,0.0,0.159,12.39,3
ecoregion,Sonoran Desert,default,managed (harvest),2080,0.115,0.0,0.344,26.9,3
ecoregion,Sonoran Desert,default,managed (harvest),2105,0.144,0.0,0.433,33.83,3
ecoregion,Sonoran Desert,default,managed (harvest),2125,0.089,0.0,0.267,20.89,3
ecoregion,South Central Plains,default,reserve (no harvest),2030,420.619,375.682,464.375,44.59,1911
ecoregion,South Central Plains,default,reserve (no harvest),2055,918.481,833.062,993.254,99.06,1911
ecoregion,South Central Plains,default,reserve (no harvest),2080,1224.927,1132.539,1349.057,132.82,1911
ecoregion,South Central Plains,default,reserve (no harvest),2105,1374.789,1263.973,1504.831,149.67,1911
ecoregion,South Central Plains,default,reserve (no harvest),2125,1440.231,1337.661,1546.986,157.18,1911
ecoregion,South Central Plains,default,managed (harvest),2030,420.619,382.749,468.426,44.59,1911
ecoregion,South Central Plains,default,managed (harvest),2055,653.801,592.435,713.561,71.02,1911
ecoregion,South Central Plains,default,managed (harvest),2080,554.282,509.139,595.07,60.63,1911
ecoregion,South Central Plains,default,managed (harvest),2105,365.867,337.465,396.802,40.42,1911
ecoregion,South Central Plains,default,managed (harvest),2125,258.431,233.564,280.209,28.61,1911
ecoregion,Southeastern Plains,default,reserve (no harvest),2030,1048.687,976.259,1113.023,50.83,3519
ecoregion,Southeastern Plains,default,reserve (no harvest),2055,2111.087,1985.449,2255.715,104.5,3519
ecoregion,Southeastern Plains,default,reserve (no harvest),2080,2806.214,2648.273,3000.512,140.21,3519
ecoregion,Southeastern Plains,default,reserve (no harvest),2105,3187.043,2977.676,3359.903,159.88,3519
ecoregion,Southeastern Plains,default,reserve (no harvest),2125,3369.989,3140.76,3556.132,169.49,3519
ecoregion,Southeastern Plains,default,managed (harvest),2030,1048.687,975.698,1130.248,50.83,3519
ecoregion,Southeastern Plains,default,managed (harvest),2055,1510.977,1429.648,1605.512,75.14,3519
ecoregion,Southeastern Plains,default,managed (harvest),2080,1344.977,1262.807,1422.777,67.61,3519
ecoregion,Southeastern Plains,default,managed (harvest),2105,966.12,905.452,1032.171,48.78,3519
ecoregion,Southeastern Plains,default,managed (harvest),2125,718.179,663.742,772.454,36.51,3519
ecoregion,Southeastern Wisconsin Till Plains,default,reserve (no harvest),2030,21.719,15.219,30.169,45.31,103
ecoregion,Southeastern Wisconsin Till Plains,default,reserve (no harvest),2055,50.768,35.29,64.786,101.13,103
ecoregion,Southeastern Wisconsin Till Plains,default,reserve (no harvest),2080,70.114,53.181,89.971,138.88,103
ecoregion,Southeastern Wisconsin Till Plains,default,reserve (no harvest),2105,81.608,62.234,106.621,162.51,103
ecoregion,Southeastern Wisconsin Till Plains,default,reserve (no harvest),2125,87.684,67.093,110.01,175.49,103
ecoregion,Southeastern Wisconsin Till Plains,default,managed (harvest),2030,21.719,14.842,28.708,45.31,103
ecoregion,Southeastern Wisconsin Till Plains,default,managed (harvest),2055,42.501,31.974,54.378,84.18,103
ecoregion,Southeastern Wisconsin Till Plains,default,managed (harvest),2080,45.793,35.435,59.177,90.51,103
ecoregion,Southeastern Wisconsin Till Plains,default,managed (harvest),2105,40.068,29.849,48.607,80.49,103
ecoregion,Southeastern Wisconsin Till Plains,default,managed (harvest),2125,34.136,26.017,43.094,69.6,103
ecoregion,Southern Coastal Plain,default,reserve (no harvest),2030,249.922,205.858,297.849,49.8,1099
ecoregion,Southern Coastal Plain,default,reserve (no harvest),2055,554.148,474.373,634.997,112.26,1099
ecoregion,Southern Coastal Plain,default,reserve (no harvest),2080,724.686,601.362,823.836,148.67,1099
ecoregion,Southern Coastal Plain,default,reserve (no harvest),2105,800.361,690.612,905.394,165.53,1099
ecoregion,Southern Coastal Plain,default,reserve (no harvest),2125,829.066,728.45,954.743,171.98,1099
ecoregion,Southern Coastal Plain,default,managed (harvest),2030,249.922,208.608,296.524,49.8,1099
ecoregion,Southern Coastal Plain,default,managed (harvest),2055,357.73,315.288,408.596,73.5,1099
ecoregion,Southern Coastal Plain,default,managed (harvest),2080,247.757,220.601,285.255,52.99,1099
ecoregion,Southern Coastal Plain,default,managed (harvest),2105,135.414,116.139,154.997,30.29,1099
ecoregion,Southern Coastal Plain,default,managed (harvest),2125,88.386,72.975,102.492,19.83,1099
ecoregion,Southern Florida Coastal Plain,default,reserve (no harvest),2030,23.305,14.748,35.966,57.8,63
ecoregion,Southern Florida Coastal Plain,default,reserve (no harvest),2055,47.603,31.196,67.516,121.82,63
ecoregion,Southern Florida Coastal Plain,default,reserve (no harvest),2080,54.59,36.022,74.235,140.62,63
ecoregion,Southern Florida Coastal Plain,default,reserve (no harvest),2105,52.807,32.584,75.437,139.19,63
ecoregion,Southern Florida Coastal Plain,default,reserve (no harvest),2125,50.934,31.052,72.651,134.2,63
ecoregion,Southern Florida Coastal Plain,default,managed (harvest),2030,23.305,15.373,33.145,57.8,63
ecoregion,Southern Florida Coastal Plain,default,managed (harvest),2055,27.351,17.569,38.388,71.6,63
ecoregion,Southern Florida Coastal Plain,default,managed (harvest),2080,10.758,6.149,15.862,28.73,63
ecoregion,Southern Florida Coastal Plain,default,managed (harvest),2105,2.934,1.068,5.319,9.76,63
ecoregion,Southern Florida Coastal Plain,default,managed (harvest),2125,1.465,0.461,2.769,5.0,63
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,reserve (no harvest),2030,28.753,18.739,44.754,43.4,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,reserve (no harvest),2055,68.97,42.055,98.47,100.84,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,reserve (no harvest),2080,97.58,63.92,139.968,142.31,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,reserve (no harvest),2105,115.122,74.1,163.585,169.85,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,reserve (no harvest),2125,123.625,82.661,175.779,183.47,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,managed (harvest),2030,28.753,16.7,42.517,43.4,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,managed (harvest),2055,54.948,39.432,74.504,83.1,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,managed (harvest),2080,58.947,41.682,83.759,90.98,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,managed (harvest),2105,50.659,36.005,70.744,82.01,242
ecoregion,Southern Michigan/Northern Indiana Drift Plains,default,managed (harvest),2125,41.679,28.868,52.41,69.47,242
ecoregion,Southern Rockies,default,reserve (no harvest),2030,173.228,152.845,200.468,24.11,2170
ecoregion,Southern Rockies,default,reserve (no harvest),2055,392.9,363.304,424.845,53.93,2170
ecoregion,Southern Rockies,default,reserve (no harvest),2080,607.399,555.882,650.797,83.22,2170
ecoregion,Southern Rockies,default,reserve (no harvest),2105,773.51,716.938,841.82,105.75,2170
ecoregion,Southern Rockies,default,reserve (no harvest),2125,857.0,782.922,927.787,116.95,2170
ecoregion,Southern Rockies,default,managed (harvest),2030,173.228,151.694,198.646,24.11,2170
ecoregion,Southern Rockies,default,managed (harvest),2055,248.357,230.247,268.822,34.08,2170
ecoregion,Southern Rockies,default,managed (harvest),2080,265.971,246.101,287.456,36.36,2170
ecoregion,Southern Rockies,default,managed (harvest),2105,226.108,208.138,245.435,30.7,2170
ecoregion,Southern Rockies,default,managed (harvest),2125,172.21,157.983,188.168,23.23,2170
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,reserve (no harvest),2030,1.199,0.36,2.335,28.29,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,reserve (no harvest),2055,4.886,1.47,8.608,100.17,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,reserve (no harvest),2080,9.784,3.323,17.331,186.13,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,reserve (no harvest),2105,13.45,4.542,23.773,253.9,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,reserve (no harvest),2125,15.014,4.243,26.817,287.12,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,managed (harvest),2030,1.199,0.413,2.238,28.29,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,managed (harvest),2055,3.976,0.622,6.955,78.7,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,managed (harvest),2080,5.857,1.595,10.609,104.93,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,managed (harvest),2105,5.077,1.604,8.671,93.08,10
ecoregion,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,default,managed (harvest),2125,3.559,1.287,6.988,69.78,10
ecoregion,Southern and Baja California Pine-Oak Mountains,default,reserve (no harvest),2030,0.198,0.068,0.405,13.59,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,reserve (no harvest),2055,1.065,0.273,2.116,37.58,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,reserve (no harvest),2080,1.839,0.504,3.794,60.33,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,reserve (no harvest),2105,2.441,0.566,5.029,81.74,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,reserve (no harvest),2125,2.824,0.67,5.641,97.56,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,managed (harvest),2030,0.198,0.06,0.429,13.59,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,managed (harvest),2055,0.87,0.147,1.684,24.51,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,managed (harvest),2080,0.78,0.13,1.585,22.92,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,managed (harvest),2105,0.608,0.149,1.306,21.57,28
ecoregion,Southern and Baja California Pine-Oak Mountains,default,managed (harvest),2125,0.508,0.12,0.987,20.26,28
ecoregion,Southwestern Appalachians,default,reserve (no harvest),2030,126.541,105.71,151.625,56.39,438
ecoregion,Southwestern Appalachians,default,reserve (no harvest),2055,244.848,210.423,294.348,113.48,438
ecoregion,Southwestern Appalachians,default,reserve (no harvest),2080,333.876,268.875,390.55,154.9,438
ecoregion,Southwestern Appalachians,default,reserve (no harvest),2105,389.502,327.456,461.497,180.62,438
ecoregion,Southwestern Appalachians,default,reserve (no harvest),2125,418.91,347.752,507.923,193.68,438
ecoregion,Southwestern Appalachians,default,managed (harvest),2030,126.541,106.484,152.139,56.39,438
ecoregion,Southwestern Appalachians,default,managed (harvest),2055,179.623,153.258,211.902,84.28,438
ecoregion,Southwestern Appalachians,default,managed (harvest),2080,176.365,143.812,202.507,82.24,438
ecoregion,Southwestern Appalachians,default,managed (harvest),2105,141.855,117.645,171.715,65.76,438
ecoregion,Southwestern Appalachians,default,managed (harvest),2125,113.641,90.124,136.239,52.0,438
ecoregion,Southwestern Tablelands,default,reserve (no harvest),2030,1.577,0.735,2.822,4.99,208
ecoregion,Southwestern Tablelands,default,reserve (no harvest),2055,4.529,2.377,7.01,15.81,208
ecoregion,Southwestern Tablelands,default,reserve (no harvest),2080,7.555,3.492,11.54,29.37,208
ecoregion,Southwestern Tablelands,default,reserve (no harvest),2105,9.786,5.629,14.78,40.65,208
ecoregion,Southwestern Tablelands,default,reserve (no harvest),2125,10.891,5.373,17.829,46.55,208
ecoregion,Southwestern Tablelands,default,managed (harvest),2030,1.577,0.736,2.592,4.99,208
ecoregion,Southwestern Tablelands,default,managed (harvest),2055,3.298,1.745,5.454,12.02,208
ecoregion,Southwestern Tablelands,default,managed (harvest),2080,3.863,1.96,5.718,16.6,208
ecoregion,Southwestern Tablelands,default,managed (harvest),2105,3.307,1.627,5.061,15.62,208
ecoregion,Southwestern Tablelands,default,managed (harvest),2125,2.539,1.346,4.13,12.36,208
ecoregion,Strait of Georgia/Puget Lowland,default,reserve (no harvest),2030,15.561,5.261,27.903,64.61,28
ecoregion,Strait of Georgia/Puget Lowland,default,reserve (no harvest),2055,51.306,19.035,103.844,199.72,28
ecoregion,Strait of Georgia/Puget Lowland,default,reserve (no harvest),2080,80.861,36.299,151.41,327.79,28
ecoregion,Strait of Georgia/Puget Lowland,default,reserve (no harvest),2105,99.245,44.908,169.961,413.05,28
ecoregion,Strait of Georgia/Puget Lowland,default,reserve (no harvest),2125,107.944,50.837,186.321,452.23,28
ecoregion,Strait of Georgia/Puget Lowland,default,managed (harvest),2030,15.561,6.822,26.175,64.61,28
ecoregion,Strait of Georgia/Puget Lowland,default,managed (harvest),2055,39.657,14.732,70.645,151.35,28
ecoregion,Strait of Georgia/Puget Lowland,default,managed (harvest),2080,39.525,15.197,67.029,166.12,28
ecoregion,Strait of Georgia/Puget Lowland,default,managed (harvest),2105,28.321,14.438,46.044,127.03,28
ecoregion,Strait of Georgia/Puget Lowland,default,managed (harvest),2125,20.059,9.218,32.563,90.14,28
ecoregion,Texas Blackland Prairies,default,reserve (no harvest),2030,6.551,4.514,9.11,41.81,51
ecoregion,Texas Blackland Prairies,default,reserve (no harvest),2055,18.16,13.031,24.61,95.22,51
ecoregion,Texas Blackland Prairies,default,reserve (no harvest),2080,26.812,17.415,38.162,129.26,51
ecoregion,Texas Blackland Prairies,default,reserve (no harvest),2105,31.872,21.044,46.961,143.98,51
ecoregion,Texas Blackland Prairies,default,reserve (no harvest),2125,33.598,20.21,46.21,148.96,51
ecoregion,Texas Blackland Prairies,default,managed (harvest),2030,6.551,4.69,8.92,41.81,51
ecoregion,Texas Blackland Prairies,default,managed (harvest),2055,13.189,7.987,18.135,63.48,51
ecoregion,Texas Blackland Prairies,default,managed (harvest),2080,11.832,7.168,17.019,49.35,51
ecoregion,Texas Blackland Prairies,default,managed (harvest),2105,7.914,3.682,14.184,26.85,51
ecoregion,Texas Blackland Prairies,default,managed (harvest),2125,4.854,2.286,8.467,15.77,51
ecoregion,Unknown,default,reserve (no harvest),2030,1141.974,1066.922,1243.89,49.87,4824
ecoregion,Unknown,default,reserve (no harvest),2055,2407.938,2242.437,2586.653,109.38,4824
ecoregion,Unknown,default,reserve (no harvest),2080,3373.013,3148.728,3626.421,156.19,4824
ecoregion,Unknown,default,reserve (no harvest),2105,4028.151,3751.14,4356.951,188.46,4824
ecoregion,Unknown,default,reserve (no harvest),2125,4384.149,4097.101,4695.626,206.11,4824
ecoregion,Unknown,default,managed (harvest),2030,1141.974,1068.047,1238.199,49.87,4824
ecoregion,Unknown,default,managed (harvest),2055,1722.219,1618.635,1872.459,78.77,4824
ecoregion,Unknown,default,managed (harvest),2080,1638.519,1553.004,1749.11,77.63,4824
ecoregion,Unknown,default,managed (harvest),2105,1302.24,1218.053,1400.368,62.96,4824
ecoregion,Unknown,default,managed (harvest),2125,1033.912,970.084,1112.901,50.42,4824
ecoregion,Wasatch and Uinta Mountains,default,reserve (no harvest),2030,30.716,25.472,38.416,17.14,619
ecoregion,Wasatch and Uinta Mountains,default,reserve (no harvest),2055,58.789,51.198,67.515,31.91,619
